



882,5,-943,0
873,0,-941,0
879,7,-944,0
877,15,-939,0
886,12,-930,0
875,8,-938,0
872,16,-936,0
882,9,-933,0
877,3,-943,0
881,-1,-935,0
885,0,-930,0
887,0,-934,0
884,-6,-934,0
884,-4,-934,0
876,-9,-942,0
878,-6,-936,0
885,-1,-932,0
897,-11,-927,0
899,-7,-935,0
897,-3,-939,0
893,-8,-912,0
896,-11,-929,0
895,-9,-929,0
903,-5,-932,0
901,-6,-942,0
900,-3,-947,0
895,-4,-945,0
901,4,-922,0
896,-4,-944,0
879,8,-930,0
874,16,-948,0
877,4,-952,0
870,8,-936,0
860,6,-934,0
863,0,-947,0
856,-4,-953,0
860,0,-955,0
859,-7,-953,0
863,-3,-951,0
863,-10,-949,0
868,-7,-941,0
867,-13,-943,0
871,-9,-931,0
870,-9,-942,0
879,-7,-936,0
879,-9,-940,0
874,-9,-941,0
870,-1,-946,0
870,-1,-931,0
873,-4,-946,0
869,-3,-942,0
874,-7,-936,0
877,-8,-945,0
874,-4,-947,0
876,-6,-944,0
877,1,-941,0
874,-4,-939,0
878,-4,-937,0
876,6,-943,0
881,5,-931,0
878,2,-944,0
880,2,-951,0
877,1,-947,0
880,2,-948,0
872,-1,-945,0
876,-1,-952,0
878,-4,-960,0
886,-5,-947,0
886,-2,-959,0
884,0,-950,0
887,0,-940,0
886,-5,-943,0
885,2,-943,0
882,1,-949,0
881,0,-942,0
881,-1,-948,0
880,-1,-937,0
888,1,-936,0
887,-3,-945,0
884,4,-936,0
884,5,-937,0
884,4,-937,0
879,0,-939,0
877,1,-942,0
881,8,-942,0
879,6,-941,0
882,0,-936,0
877,3,-935,0
875,6,-930,0
884,0,-936,0
874,3,-933,0
882,0,-943,0
880,-2,-943,0
877,6,-942,0
876,-2,-935,0
875,6,-940,0
873,11,-939,0
875,17,-944,0
878,7,-940,0
887,8,-936,0
878,5,-937,0
873,10,-951,0
881,-1,-945,0
890,0,-959,0
882,1,-972,0
875,-3,-980,0
863,-1,-988,0
862,13,-975,0
899,30,-967,0
975,27,-933,0
1010,31,-993,0
1012,40,-984,0
1024,53,-983,0
1134,72,-908,0
1131,67,-826,1
1131,46,-834,1
1133,16,-822,1
1130,2,-808,1
1125,-14,-805,1
1105,-34,-828,1
1101,-31,-835,1
1087,-40,-855,1
1091,-43,-861,1
1089,-40,-863,1
1087,-37,-863,1
1093,-38,-862,1
1086,-39,-842,1
1090,-38,-866,1
1089,-36,-842,1
1084,-38,-849,1
1084,-42,-859,1
1082,-42,-862,1
1083,-42,-859,1
1082,-37,-859,1
1083,-42,-862,1
1082,-36,-853,1
1080,-33,-860,1
1088,-36,-859,1
1080,-33,-842,1
1083,-34,-860,1
1079,-37,-865,1
1079,-41,-848,1
1079,-41,-855,1
1074,-33,-849,1
1077,-36,-866,1
1083,-40,-860,1
1078,-34,-865,1
1076,-42,-857,1
1079,-38,-853,1
1077,-36,-859,1
1076,-35,-852,1
1071,-30,-852,1
1078,-30,-865,1
1077,-32,-847,1
1076,-29,-857,1
1076,-26,-864,1
1077,-29,-857,1
1083,-42,-870,1
1084,-32,-857,1
1078,-21,-854,1
1085,-25,-855,1
1087,-30,-866,1
1089,-25,-851,1
1087,-30,-855,1
1086,-27,-862,1
1090,-30,-856,1
1089,-30,-853,1
1087,-47,-869,1
1086,-36,-864,1
1085,-39,-857,1
1082,-45,-847,1
1086,-37,-857,1
1084,-44,-854,1
1087,-47,-868,1
1081,-44,-845,1
1080,-43,-859,1
1082,-42,-851,1
1084,-46,-862,1
1094,-41,-857,1
1076,-33,-854,1
1075,-28,-853,1
1081,-31,-850,1
1074,-32,-848,1
1078,-33,-859,1
1079,-32,-845,1
1076,-27,-856,1
1077,-30,-853,1
1074,-29,-852,1
1078,-26,-847,1
1082,-33,-867,1
1079,-30,-867,1
1068,-31,-868,1
1071,-29,-870,1
1072,-30,-863,1
1071,-30,-856,1
1067,-32,-861,1
1069,-37,-854,1
1070,-38,-852,1
1071,-40,-849,1
1067,-41,-866,1
1068,-42,-847,1
1071,-43,-857,1
1070,-41,-851,1
1070,-42,-853,1
1066,-38,-862,1
1069,-32,-851,1
1058,-22,-860,1
1066,-30,-855,1
1075,-37,-858,1
1082,-33,-855,1
1076,-30,-856,1
1077,-30,-858,1
1080,-35,-861,1
1079,-38,-850,1
1074,-36,-838,1
1086,-43,-862,1
1080,-37,-856,1
1085,-33,-867,1
1091,-42,-863,1
1085,-37,-857,1
1078,-37,-861,1
1080,-38,-869,1
1081,-45,-859,1
1078,-44,-854,1
1077,-39,-861,1
1069,-40,-851,1
1061,-32,-849,1
1072,-27,-849,1
1077,-39,-848,1
1078,-38,-844,1
1082,-32,-852,1
1080,-30,-850,1
1082,-37,-844,1
1078,-37,-855,1
1076,-41,-851,1
1071,-39,-846,1
1070,-45,-851,1
1067,-40,-855,1
1068,-43,-856,1
1072,-44,-854,1
1068,-32,-841,1
1075,-35,-852,1
1072,-34,-850,1
1075,-35,-846,1
1070,-39,-847,1
1066,-23,-860,1
1068,-20,-855,1
1073,-29,-854,1
1068,-32,-858,1
1065,-38,-860,1
1070,-38,-863,1
1065,-35,-854,1
1067,-39,-857,1
1060,-38,-869,1
1070,-41,-852,1
1064,-36,-860,1
1065,-43,-848,1
1072,-45,-854,1
1068,-36,-861,1
1068,-44,-859,1
1069,-44,-860,1
1070,-38,-844,1
1070,-38,-848,1
1068,-39,-857,1
1072,-46,-859,1
1080,-37,-856,1
1081,-44,-869,1
1076,-36,-845,1
1073,-39,-864,1
1075,-44,-857,1
1076,-44,-848,1
1078,-52,-849,1
1076,-54,-869,1
1081,-54,-851,1
1080,-59,-863,1
1082,-56,-862,1
1076,-48,-863,1
1083,-52,-862,1
1077,-49,-855,1
1083,-56,-862,1
1092,-54,-856,1
1083,-56,-862,1
1087,-62,-853,1
1092,-48,-858,1
1095,-33,-849,1
1087,-43,-855,1
1092,-47,-859,1
1090,-53,-864,1
1087,-60,-870,1
1094,-64,-867,1
1091,-60,-864,1
1091,-70,-864,1
1091,-65,-855,1
1091,-63,-865,1
1092,-64,-860,1
1097,-68,-854,1
1098,-73,-872,1
1089,-65,-862,1
1098,-66,-878,1
1093,-73,-875,1
1102,-66,-869,1
1093,-64,-873,1
1082,-63,-880,1
1074,-58,-870,1
1075,-53,-860,1
1055,-54,-870,1
1062,-48,-860,1
1061,-61,-869,1
1059,-61,-870,1
1051,-65,-869,1
1046,-59,-867,1
1044,-60,-863,1
1060,-62,-862,1
1051,-59,-866,1
1045,-56,-864,1
1051,-50,-851,1
1062,-55,-856,1
1070,-58,-858,1
1064,-60,-864,1
1064,-64,-859,1
1066,-68,-874,1
1068,-69,-861,1
1066,-65,-873,1
1073,-69,-858,1
1074,-67,-867,1
1072,-65,-851,1
1084,-70,-837,1
1090,-73,-822,1
1095,-66,-816,1
1099,-59,-808,1
1104,-43,-804,1
1109,-31,-804,1
1115,-32,-811,1
1122,-4,-805,1
1112,6,-807,1
1114,25,-814,1
1116,32,-812,1
1138,38,-840,1
1125,48,-922,1
1059,53,-983,1
1003,34,-1010,1
989,7,-993,1
999,6,-990,1
999,8,-998,1
1005,8,-996,1
1019,-8,-989,1
1012,-24,-957,1
952,-2,-930,0
877,9,-964,0
860,0,-999,0
843,-2,-1014,0
837,-11,-1005,0
834,-23,-1002,0
845,-26,-1012,0
852,-29,-996,0
862,-28,-987,0
866,-20,-974,0
862,-22,-985,0
857,-21,-974,0
862,-22,-957,0
859,-23,-970,0
856,-22,-963,0
862,-16,-973,0
867,-18,-964,0
859,-18,-955,0
858,-14,-955,0
864,-19,-954,0
850,-11,-958,0
857,-7,-966,0
863,-10,-950,0
855,-9,-955,0
862,-13,-956,0
853,-14,-956,0
866,-22,-950,0
875,-23,-954,0
870,-27,-948,0
869,-22,-955,0
871,-27,-960,0
879,-24,-962,0
862,-17,-960,0
860,-16,-938,0
865,-17,-946,0
871,-15,-939,0
865,-18,-958,0
870,-19,-954,0
871,-23,-957,0
868,-22,-947,0
863,-5,-955,0
864,-24,-961,0
855,-28,-964,0
848,-25,-962,0
841,-15,-961,0
847,-11,-958,0
855,-8,-956,0
854,-14,-950,0
867,-16,-949,0
874,-16,-942,0
875,-19,-956,0
874,-22,-947,0
872,-23,-947,0
878,-26,-949,0
890,-21,-943,0
878,-23,-945,0
881,-24,-950,0
863,-21,-953,0
873,-22,-950,0
869,-16,-955,0
868,-22,-955,0
874,-25,-957,0
871,-23,-954,0
875,-24,-957,0
861,-24,-950,0
876,-22,-955,0
872,-21,-962,0
870,-15,-940,0
887,-18,-945,0
893,-17,-935,0
890,-6,-930,0
891,-4,-950,0
892,-9,-938,0
886,-14,-937,0
875,-8,-949,0
873,-8,-952,0
876,-11,-944,0
881,-14,-948,0
873,-4,-957,0
876,-11,-954,0
868,-12,-947,0
871,-18,-934,0
876,-19,-956,0
876,-13,-954,0
868,-16,-962,0
866,-18,-957,0
868,-20,-956,0
864,-24,-950,0
867,-13,-957,0
