7/11/18 10:37,410,-635,266
7/11/18 10:37,415,-637,269
7/11/18 10:37,413,-633,269
7/11/18 10:37,415,-635,253
7/11/18 10:37,413,-631,259
7/11/18 10:37,402,-625,256
7/11/18 10:37,412,-628,263
7/11/18 10:37,409,-632,270
7/11/18 10:37,409,-631,264
7/11/18 10:37,417,-628,268
7/11/18 10:37,415,-629,267
7/11/18 10:37,415,-628,263
7/11/18 10:37,416,-628,258
7/11/18 10:37,406,-621,263
7/11/18 10:37,411,-627,258
7/11/18 10:37,411,-629,265
7/11/18 10:37,407,-632,275
7/11/18 10:37,413,-632,264
7/11/18 10:37,412,-627,260
7/11/18 10:37,415,-629,257
7/11/18 10:37,413,-636,257
7/11/18 10:37,414,-634,266
7/11/18 10:37,409,-624,266
7/11/18 10:37,415,-629,263
7/11/18 10:37,404,-632,259
7/11/18 10:37,406,-631,270
7/11/18 10:37,413,-628,266
7/11/18 10:37,413,-629,260
7/11/18 10:37,414,-634,266
7/11/18 10:37,408,-634,261
7/11/18 10:37,414,-631,259
7/11/18 10:37,411,-636,269
7/11/18 10:37,404,-645,255
7/11/18 10:37,414,-632,252
7/11/18 10:37,408,-629,258
7/11/18 10:37,411,-633,250
7/11/18 10:37,414,-630,255
7/11/18 10:37,415,-626,251
7/11/18 10:37,417,-629,263
7/11/18 10:37,421,-624,267
7/11/18 10:37,418,-624,273
7/11/18 10:37,412,-623,271
7/11/18 10:37,416,-626,260
7/11/18 10:37,424,-626,271
7/11/18 10:37,423,-627,274
7/11/18 10:37,427,-630,283
7/11/18 10:37,430,-625,276
7/11/18 10:37,427,-632,271
7/11/18 10:37,432,-628,288
7/11/18 10:37,431,-635,285
7/11/18 10:37,438,-627,251
7/11/18 10:37,414,-637,255
7/11/18 10:37,409,-636,261
7/11/18 10:38,414,-637,273
7/11/18 10:38,459,-595,260
7/11/18 10:38,413,-637,261
7/11/18 10:38,432,-622,273
7/11/18 10:38,420,-646,262
7/11/18 10:38,410,-646,268
7/11/18 10:38,404,-637,254
7/11/18 10:38,409,-639,274
7/11/18 10:38,414,-636,267
7/11/18 10:38,416,-640,251
7/11/18 10:38,413,-640,262
7/11/18 10:38,412,-635,262
7/11/18 10:38,407,-638,264
7/11/18 10:38,413,-639,259
7/11/18 10:38,411,-635,267
7/11/18 10:38,416,-634,260
7/11/18 10:38,419,-639,264
7/11/18 10:38,412,-640,271
7/11/18 10:38,411,-636,277
7/11/18 10:38,420,-633,263
7/11/18 10:38,413,-639,261
7/11/18 10:38,412,-638,258
7/11/18 10:38,418,-634,260
7/11/18 10:38,419,-637,261
7/11/18 10:38,408,-639,272
7/11/18 10:38,411,-634,262
7/11/18 10:38,412,-631,260
7/11/18 10:38,411,-638,272
7/11/18 10:38,422,-633,262
7/11/18 10:38,411,-639,263
7/11/18 10:38,415,-636,263
7/11/18 10:38,413,-641,269
7/11/18 10:38,411,-644,257
7/11/18 10:38,417,-641,267
7/11/18 10:38,413,-637,267
7/11/18 10:38,423,-640,262
7/11/18 10:38,417,-639,274
7/11/18 10:38,410,-639,261
7/11/18 10:38,416,-641,286
7/11/18 10:38,416,-641,263
7/11/18 10:38,412,-642,269
7/11/18 10:38,411,-642,258
7/11/18 10:38,416,-644,265
7/11/18 10:38,415,-642,256
7/11/18 10:38,419,-637,268
7/11/18 10:38,416,-641,270
7/11/18 10:38,420,-649,255
7/11/18 10:38,410,-648,268
7/11/18 10:38,420,-645,255
7/11/18 10:38,417,-647,266
7/11/18 10:38,415,-643,273
7/11/18 10:38,422,-649,278
7/11/18 10:38,422,-640,264
7/11/18 10:38,424,-645,272
7/11/18 10:38,427,-640,267
7/11/18 10:38,421,-642,256
7/11/18 10:38,425,-645,265
7/11/18 10:38,423,-638,252
7/11/18 10:38,420,-650,278
7/11/18 10:38,425,-646,256
7/11/18 10:39,430,-644,258
7/11/18 10:39,417,-645,260
7/11/18 10:39,419,-641,274
7/11/18 10:39,421,-645,256
7/11/18 10:39,425,-652,255
7/11/18 10:39,427,-646,265
7/11/18 10:39,424,-643,264
7/11/18 10:39,420,-645,258
7/11/18 10:39,415,-647,254
7/11/18 10:39,423,-645,273
7/11/18 10:39,421,-641,265
7/11/18 10:39,446,-627,256
7/11/18 10:39,460,-581,267
7/11/18 10:39,462,-578,251
7/11/18 10:39,470,-578,276
7/11/18 10:39,468,-575,265
7/11/18 10:39,464,-582,263
7/11/18 10:39,470,-584,269
7/11/18 10:39,470,-578,282
7/11/18 10:39,460,-578,312
7/11/18 10:39,462,-629,321
7/11/18 10:39,452,-612,329
7/11/18 10:39,492,-654,327
7/11/18 10:39,512,-699,312
7/11/18 10:39,505,-693,270
7/11/18 10:39,487,-686,236
7/11/18 10:39,489,-693,234
7/11/18 10:39,501,-691,231
7/11/18 10:39,509,-694,230
7/11/18 10:39,503,-690,220
7/11/18 10:39,507,-697,220
7/11/18 10:39,512,-692,225
7/11/18 10:39,515,-699,212
7/11/18 10:39,517,-701,214
7/11/18 10:39,527,-705,205
7/11/18 10:39,519,-702,211
7/11/18 10:39,528,-704,212
7/11/18 10:39,525,-704,206
7/11/18 10:39,531,-705,210
7/11/18 10:39,531,-712,201
7/11/18 10:39,532,-712,200
7/11/18 10:39,536,-707,200
7/11/18 10:39,538,-711,188
7/11/18 10:39,547,-712,203
7/11/18 10:39,542,-714,192
7/11/18 10:39,543,-714,189
7/11/18 10:39,542,-714,205
7/11/18 10:39,546,-718,200
7/11/18 10:39,550,-711,203
7/11/18 10:39,546,-718,185
7/11/18 10:39,545,-718,197
7/11/18 10:39,552,-723,173
7/11/18 10:39,556,-714,182
7/11/18 10:39,557,-713,178
7/11/18 10:39,558,-716,196
7/11/18 10:39,556,-709,198
7/11/18 10:39,557,-713,181
7/11/18 10:39,559,-715,170
7/11/18 10:39,558,-719,181
7/11/18 10:40,561,-712,189
7/11/18 10:40,564,-714,178
7/11/18 10:40,563,-708,175
7/11/18 10:40,567,-703,179
7/11/18 10:40,565,-711,174
7/11/18 10:40,568,-717,178
7/11/18 10:40,564,-710,188
7/11/18 10:40,570,-745,180
7/11/18 10:40,561,-725,162
7/11/18 10:40,563,-722,166
7/11/18 10:40,565,-724,175
7/11/18 10:40,566,-715,167
7/11/18 10:40,568,-707,159
7/11/18 10:40,576,-731,179
7/11/18 10:40,567,-718,158
7/11/18 10:40,568,-715,173
7/11/18 10:40,573,-719,170
7/11/18 10:40,568,-708,170
7/11/18 10:40,565,-713,175
7/11/18 10:40,568,-711,176
7/11/18 10:40,560,-712,171
7/11/18 10:40,568,-706,171
7/11/18 10:40,570,-712,184
7/11/18 10:40,590,-738,198
7/11/18 10:40,582,-772,186
7/11/18 10:40,583,-729,162
7/11/18 10:40,566,-710,178
7/11/18 10:40,564,-711,169
7/11/18 10:40,566,-708,182
7/11/18 10:40,567,-714,166
7/11/18 10:40,571,-713,163
7/11/18 10:40,570,-718,167
7/11/18 10:40,573,-716,167
7/11/18 10:40,569,-712,167
7/11/18 10:40,571,-712,168
7/11/18 10:40,571,-713,159
7/11/18 10:40,574,-714,173
7/11/18 10:40,569,-715,168
7/11/18 10:40,569,-712,159
7/11/18 10:40,578,-716,167
7/11/18 10:40,572,-713,169
7/11/18 10:40,573,-706,169
7/11/18 10:40,575,-708,168
7/11/18 10:40,579,-709,168
7/11/18 10:40,579,-706,157
7/11/18 10:40,573,-708,178
7/11/18 10:40,580,-717,168
7/11/18 10:40,582,-710,164
7/11/18 10:40,580,-708,158
7/11/18 10:40,574,-710,159
7/11/18 10:40,586,-717,152
7/11/18 10:40,582,-714,160
7/11/18 10:40,575,-714,159
7/11/18 10:40,583,-707,152
7/11/18 10:40,579,-709,147
7/11/18 10:40,576,-715,154
7/11/18 10:40,582,-718,151
7/11/18 10:40,576,-715,160
7/11/18 10:40,584,-721,159
7/11/18 10:40,580,-711,165
7/11/18 10:41,582,-711,161
7/11/18 10:41,584,-714,161
7/11/18 10:41,584,-705,166
7/11/18 10:41,606,-709,191
7/11/18 10:41,589,-711,150
7/11/18 10:41,587,-715,159
7/11/18 10:41,617,-718,223
7/11/18 10:41,651,-762,227
7/11/18 10:41,612,-867,208
7/11/18 10:41,622,-712,177
7/11/18 10:41,586,-722,148
7/11/18 10:41,579,-725,153
7/11/18 10:41,578,-719,149
7/11/18 10:41,582,-720,147
7/11/18 10:41,580,-718,151
7/11/18 10:41,579,-715,143
7/11/18 10:41,579,-716,150
7/11/18 10:41,581,-724,149
7/11/18 10:41,583,-723,153
7/11/18 10:41,580,-715,162
7/11/18 10:41,588,-713,167
7/11/18 10:41,586,-711,158
7/11/18 10:41,583,-716,156
7/11/18 10:41,582,-714,151
7/11/18 10:41,586,-720,157
7/11/18 10:41,580,-713,149
7/11/18 10:41,585,-709,167
7/11/18 10:41,586,-709,158
7/11/18 10:41,586,-718,153
7/11/18 10:41,577,-711,146
7/11/18 10:41,586,-715,150
7/11/18 10:41,591,-713,161
7/11/18 10:41,588,-715,149
7/11/18 10:41,584,-717,165
7/11/18 10:41,590,-714,165
7/11/18 10:41,591,-720,157
7/11/18 10:41,590,-719,161
7/11/18 10:41,592,-714,159
7/11/18 10:41,590,-714,156
7/11/18 10:41,585,-718,148
7/11/18 10:41,588,-713,143
7/11/18 10:41,586,-709,155
7/11/18 10:41,586,-721,152
7/11/18 10:41,589,-717,143
7/11/18 10:41,594,-723,154
7/11/18 10:41,591,-719,153
7/11/18 10:41,593,-720,150
7/11/18 10:41,592,-724,141
7/11/18 10:41,586,-726,145
7/11/18 10:41,598,-724,162
7/11/18 10:41,589,-724,143
7/11/18 10:41,594,-723,154
7/11/18 10:41,595,-720,144
7/11/18 10:41,585,-712,146
7/11/18 10:41,590,-717,155
7/11/18 10:41,585,-718,147
7/11/18 10:41,591,-718,152
7/11/18 10:41,589,-717,148
7/11/18 10:41,590,-719,150
7/11/18 10:41,590,-717,144
7/11/18 10:42,589,-707,151
7/11/18 10:42,591,-715,144
7/11/18 10:42,591,-706,155
7/11/18 10:42,589,-713,152
7/11/18 10:42,592,-722,159
7/11/18 10:42,597,-716,159
7/11/18 10:42,597,-708,156
7/11/18 10:42,588,-710,153
7/11/18 10:42,589,-718,155
7/11/18 10:42,593,-716,145
7/11/18 10:42,584,-709,163
7/11/18 10:42,593,-714,146
7/11/18 10:42,591,-715,154
7/11/18 10:42,589,-714,151
7/11/18 10:42,596,-711,160
7/11/18 10:42,587,-713,161
7/11/18 10:42,586,-713,150
7/11/18 10:42,588,-711,148
7/11/18 10:42,587,-713,150
7/11/18 10:42,584,-712,149
7/11/18 10:42,584,-713,159
7/11/18 10:42,588,-717,150
7/11/18 10:42,586,-711,149
7/11/18 10:42,586,-718,144
7/11/18 10:42,587,-712,142
7/11/18 10:42,587,-716,156
7/11/18 10:42,585,-715,154
7/11/18 10:42,586,-714,158
7/11/18 10:42,588,-720,167
7/11/18 10:42,586,-721,155
7/11/18 10:42,586,-715,156
7/11/18 10:42,583,-714,148
7/11/18 10:42,588,-707,144
7/11/18 10:42,592,-704,158
7/11/18 10:42,589,-708,153
7/11/18 10:42,586,-712,172
7/11/18 10:42,584,-713,144
7/11/18 10:42,591,-722,151
7/11/18 10:42,587,-715,141
