7/11/18 10:34,880,-530,126
7/11/18 10:34,895,-551,146
7/11/18 10:34,885,-632,180
7/11/18 10:34,540,-239,218
7/11/18 10:34,561,-222,186
7/11/18 10:34,853,-269,63
7/11/18 10:34,1057,-252,2
7/11/18 10:34,1130,-385,7
7/11/18 10:34,1218,-228,53
7/11/18 10:34,1214,-224,52
7/11/18 10:34,1193,-263,79
7/11/18 10:34,1201,-244,92
7/11/18 10:35,1202,-234,91
7/11/18 10:35,1195,-253,89
7/11/18 10:35,1060,-395,20
7/11/18 10:35,1069,-368,24
7/11/18 10:35,1073,-370,12
7/11/18 10:35,1066,-380,9
7/11/18 10:35,1067,-390,17
7/11/18 10:35,1071,-389,22
7/11/18 10:35,1070,-398,22
7/11/18 10:35,1068,-398,10
7/11/18 10:35,1070,-393,15
7/11/18 10:35,1071,-399,17
7/11/18 10:35,1065,-404,15
7/11/18 10:35,1071,-407,11
7/11/18 10:35,1064,-410,13
7/11/18 10:35,1072,-411,11
7/11/18 10:35,1066,-419,21
7/11/18 10:35,1069,-427,21
7/11/18 10:35,1065,-422,18
7/11/18 10:35,1073,-418,8
7/11/18 10:35,1071,-422,17
7/11/18 10:35,1072,-430,18
7/11/18 10:35,1070,-431,5
7/11/18 10:35,1067,-431,-1
7/11/18 10:35,1075,-439,9
7/11/18 10:35,1071,-437,10
7/11/18 10:35,1072,-439,1
7/11/18 10:35,1066,-441,2
7/11/18 10:35,1067,-438,-8
7/11/18 10:35,1105,-417,17
7/11/18 10:35,544,84,736
7/11/18 10:35,308,-472,525
7/11/18 10:35,321,-515,352
7/11/18 10:35,324,-520,350
7/11/18 10:35,319,-522,347
7/11/18 10:35,320,-527,336
7/11/18 10:35,359,-578,308
7/11/18 10:35,372,-581,292
7/11/18 10:35,373,-584,282
7/11/18 10:35,379,-586,288
7/11/18 10:35,375,-586,285
7/11/18 10:35,376,-593,290
7/11/18 10:35,382,-585,291
7/11/18 10:35,381,-590,291
7/11/18 10:35,384,-594,294
7/11/18 10:35,383,-595,288
7/11/18 10:35,385,-596,291
7/11/18 10:35,381,-597,274
7/11/18 10:35,380,-599,282
7/11/18 10:35,385,-594,286
7/11/18 10:35,389,-598,288
7/11/18 10:35,397,-602,287
7/11/18 10:35,391,-598,287
7/11/18 10:35,390,-603,281
7/11/18 10:35,401,-615,272
7/11/18 10:35,401,-620,275
7/11/18 10:35,397,-620,282
7/11/18 10:35,396,-620,265
7/11/18 10:35,399,-615,269
7/11/18 10:36,401,-612,277
7/11/18 10:36,405,-617,271
7/11/18 10:36,405,-618,269
7/11/18 10:36,416,-616,279
7/11/18 10:36,435,-625,280
7/11/18 10:36,414,-615,275
7/11/18 10:36,417,-615,271
7/11/18 10:36,418,-601,267
7/11/18 10:36,408,-621,285
7/11/18 10:36,412,-623,276
7/11/18 10:36,406,-626,270
7/11/18 10:36,417,-635,268
7/11/18 10:36,413,-633,272
7/11/18 10:36,407,-633,273
7/11/18 10:36,413,-624,274
7/11/18 10:36,408,-626,277
7/11/18 10:36,412,-624,273
7/11/18 10:36,416,-627,261
7/11/18 10:36,420,-631,277
7/11/18 10:36,414,-625,269
7/11/18 10:36,413,-620,269
7/11/18 10:36,414,-627,263
7/11/18 10:36,411,-626,261
7/11/18 10:36,413,-625,259
7/11/18 10:36,413,-625,278
7/11/18 10:36,412,-625,259
7/11/18 10:36,410,-630,271
7/11/18 10:36,412,-627,277
7/11/18 10:36,414,-636,259
7/11/18 10:36,407,-622,269
7/11/18 10:36,411,-628,279
7/11/18 10:36,407,-631,262
7/11/18 10:36,413,-627,261
7/11/18 10:36,414,-626,259
7/11/18 10:36,414,-631,252
7/11/18 10:36,410,-630,277
7/11/18 10:36,410,-627,268
7/11/18 10:36,416,-631,269
7/11/18 10:36,414,-633,262
7/11/18 10:36,417,-635,262
7/11/18 10:36,409,-635,269
7/11/18 10:36,413,-636,275
7/11/18 10:36,416,-634,262
7/11/18 10:36,416,-630,270
7/11/18 10:36,414,-633,269
7/11/18 10:36,419,-634,270
7/11/18 10:36,420,-634,285
7/11/18 10:36,410,-656,275
7/11/18 10:36,409,-657,277
7/11/18 10:36,408,-657,283
7/11/18 10:36,410,-654,287
7/11/18 10:36,402,-653,286
7/11/18 10:36,400,-656,282
7/11/18 10:36,404,-659,282
7/11/18 10:36,401,-666,291
7/11/18 10:36,433,-642,268
7/11/18 10:36,437,-623,304
7/11/18 10:36,441,-618,269
7/11/18 10:36,415,-636,272
7/11/18 10:36,434,-625,263
7/11/18 10:37,416,-631,267
7/11/18 10:37,414,-628,265
7/11/18 10:37,416,-633,263
7/11/18 10:37,411,-633,275
7/11/18 10:37,417,-634,272
7/11/18 10:37,414,-630,263
7/11/18 10:37,415,-639,263
